osu file format v14

[General]
AudioFilename: Canon (blazing summer mix).mp3
AudioLeadIn: 0
PreviewTime: 52965
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 4
GridSize: 16
TimelineZoom: 1.1

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[4] Uesugi Uta with HoshiA - Canon (blazing summer mix)
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347788
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:6
CircleSize:6
OverallDifficulty:6
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Canon (blazing summer mix).jpg",0,0
Sample,39517,0,"bass_f#1.wav",70
Sample,39517,0,"hat-2-2.wav",70
Sample,39620,0,"hat-2.wav",70
Sample,39724,0,"hat-1.wav",70
Sample,39724,0,"strings1_g2.wav",70
Sample,39724,0,"strings2_g3.wav",70
Sample,39724,0,"bass_g0.wav",70
Sample,39931,0,"bass_g1.wav",70
Sample,39931,0,"hat-2.wav",70
Sample,40137,0,"hat-1.wav",70
Sample,40137,0,"bass_g0.wav",70
Sample,40344,0,"bass_g1.wav",70
Sample,40344,0,"hat-2.wav",70
Sample,40551,0,"strings1_d2.wav",70
Sample,40551,0,"hat-1.wav",70
Sample,40551,0,"strings2_f#3.wav",70
Sample,40551,0,"bass_d0.wav",70
Sample,40758,0,"bass_d1-2.wav",70
Sample,40758,0,"hat-2.wav",70
Sample,40965,0,"hat-1.wav",70
Sample,40965,0,"bass_d0.wav",70
Sample,41172,0,"bass_d1-2.wav",70
Sample,41172,0,"hat-2.wav",70
Sample,41379,0,"hat-1.wav",70
Sample,41379,0,"strings1_g2.wav",70
Sample,41379,0,"strings2_g3.wav",70
Sample,41379,0,"bass_g0.wav",70
Sample,41586,0,"bass_g1.wav",70
Sample,41586,0,"hat-2.wav",70
Sample,41793,0,"hat-1.wav",70
Sample,41793,0,"bass_g0.wav",70
Sample,42000,0,"bass_g1.wav",70
Sample,42000,0,"hat-2-2.wav",70
Sample,42103,0,"hat-2.wav",70
Sample,42206,0,"hat-1.wav",70
Sample,42206,0,"strings1_a2.wav",70
Sample,42206,0,"strings2_e3.wav",70
Sample,42206,0,"bass_a0.wav",70
Sample,42413,0,"bass_a1.wav",70
Sample,42413,0,"hat-2.wav",70
Sample,42620,0,"hat-1.wav",70
Sample,42620,0,"bass_a0.wav",70
Sample,42827,0,"bass_a1.wav",70
Sample,42827,0,"hat-2-2.wav",70
Sample,42931,0,"hat-2.wav",70
Sample,43034,0,"hat-1.wav",70
Sample,43034,0,"strings1_d3.wav",70
Sample,43034,0,"strings2_d4.wav",70
Sample,43034,0,"bass_d1.wav",70
Sample,43241,0,"bass_d2.wav",70
Sample,43241,0,"hat-2.wav",70
Sample,43448,0,"hat-1.wav",70
Sample,43448,0,"bass_d1.wav",70
Sample,43655,0,"bass_d2.wav",70
Sample,43655,0,"hat-2.wav",70
Sample,43862,0,"hat-1.wav",70
Sample,43862,0,"strings1_a2.wav",70
Sample,43862,0,"strings2_c#4.wav",70
Sample,43862,0,"bass_a0.wav",70
Sample,44068,0,"bass_a1.wav",70
Sample,44068,0,"hat-2.wav",70
Sample,44275,0,"hat-1.wav",70
Sample,44275,0,"bass_a0.wav",70
Sample,44482,0,"bass_a1.wav",70
Sample,44482,0,"hat-2.wav",70
Sample,44689,0,"strings2_b3.wav",70
Sample,44689,0,"bass_b0.wav",70
Sample,44689,0,"hat-1.wav",70
Sample,44689,0,"strings1_b2.wav",70
Sample,44896,0,"hat-2.wav",70
Sample,44896,0,"bass_b1.wav",70
Sample,45103,0,"bass_b0.wav",70
Sample,45103,0,"hat-1.wav",70
Sample,45310,0,"hat-2.wav",70
Sample,45310,0,"bass_b1.wav",70
Sample,45517,0,"strings2_a3.wav",70
Sample,45517,0,"bass_f#0.wav",70
Sample,45517,0,"strings1_f#2.wav",70
Sample,45517,0,"hat-1.wav",70
Sample,45724,0,"hat-2.wav",70
Sample,45724,0,"bass_f#1.wav",70
Sample,45931,0,"bass_f#0.wav",70
Sample,45931,0,"hat-1.wav",70
Sample,46137,0,"hat-2-2.wav",70
Sample,46137,0,"bass_f#1.wav",70
Sample,46241,0,"hat-2.wav",70
Sample,46344,0,"strings2_g3.wav",70
Sample,46344,0,"bass_g0.wav",70
Sample,46344,0,"hat-1.wav",70
Sample,46344,0,"strings1_g2.wav",70
Sample,46551,0,"hat-2.wav",70
Sample,46551,0,"bass_g1.wav",70
Sample,46758,0,"bass_g0.wav",70
Sample,46758,0,"hat-1.wav",70
Sample,46965,0,"hat-2.wav",70
Sample,46965,0,"bass_g1.wav",70
Sample,47172,0,"strings1_d2.wav",70
Sample,47172,0,"bass_d0.wav",70
Sample,47172,0,"hat-1.wav",70
Sample,47172,0,"strings2_f#3.wav",70
Sample,47379,0,"hat-2.wav",70
Sample,47379,0,"bass_d1-2.wav",70
Sample,47586,0,"bass_d0.wav",70
Sample,47586,0,"hat-1.wav",70
Sample,47793,0,"hat-2.wav",70
Sample,47793,0,"bass_d1-2.wav",70
Sample,48000,0,"hat-1.wav",70
Sample,48000,0,"strings1_g2.wav",70
Sample,48000,0,"strings2_g3.wav",70
Sample,48000,0,"bass_g0.wav",70
Sample,48206,0,"bass_g1.wav",70
Sample,48206,0,"hat-2.wav",70
Sample,48413,0,"hat-1.wav",70
Sample,48413,0,"bass_g0.wav",70
Sample,48620,0,"bass_g1.wav",70
Sample,48620,0,"hat-2-2.wav",70
Sample,48724,0,"hat-2.wav",70
Sample,48827,0,"strings1_a2.wav",70
Sample,48827,0,"hat-1.wav",70
Sample,48827,0,"strings2_e3.wav",70
Sample,48827,0,"bass_a0.wav",70
Sample,49034,0,"bass_a1.wav",70
Sample,49034,0,"hat-2.wav",70
Sample,49034,0,"synth2-2-g4.wav",70
Sample,49241,0,"bass_a0.wav",70
Sample,49241,0,"hat-1.wav",70
Sample,49448,0,"hat-2.wav",70
Sample,49448,0,"bass_a1.wav",70
Sample,49655,0,"strings1_d3L.wav",70
Sample,49655,0,"hat-1.wav",70
Sample,49655,0,"bass_d1.wav",70
Sample,49862,0,"bass_d2.wav",70
Sample,49862,0,"hat-2.wav",70
Sample,50068,0,"hat-1.wav",70
Sample,50068,0,"bass_d1.wav",70
Sample,50275,0,"bass_d2.wav",70
Sample,50275,0,"hat-2.wav",70
Sample,50482,0,"hat-1.wav",70
Sample,50482,0,"bass_d1.wav",70
Sample,50689,0,"bass_d2.wav",70
Sample,50689,0,"hat-2.wav",70
Sample,50896,0,"hat-1.wav",70
Sample,50896,0,"bass_d1.wav",70
Sample,51103,0,"bass_d2.wav",70
Sample,51103,0,"hat-2.wav",70
Sample,51310,0,"bass_d1.wav",70
Sample,51310,0,"hat-1.wav",70
Sample,51517,0,"bass_d2.wav",70
Sample,51724,0,"bass_d1.wav",70
Sample,51724,0,"synth1-2-last-02.wav",70
Sample,51931,0,"bass_d2.wav",70
Sample,52137,0,"bass_d1.wav",70
Sample,52344,0,"breakbeats-04.wav",70
Sample,52655,0,"breakbeats-05.wav",70
Sample,52965,0,"cym2.wav",70
Sample,52965,0,"hat-1.wav",70
Sample,52965,0,"strings1_d3.wav",70
Sample,52965,0,"strings2_f#4.wav",70
Sample,52965,0,"bass_d1.wav",70
Sample,53172,0,"bass_d2.wav",70
Sample,53172,0,"hat-2.wav",70
Sample,53379,0,"sd.wav",70
Sample,53379,0,"hat-1.wav",70
Sample,53379,0,"bass_d1.wav",70
Sample,53586,0,"hat-2.wav",70
Sample,53586,0,"bass_d2.wav",70
Sample,53793,0,"strings2_e4.wav",70
Sample,53793,0,"hat-1.wav",70
Sample,53793,0,"strings1_a2.wav",70
Sample,53793,0,"bass_a0.wav",70
Sample,54000,0,"hat-2.wav",70
Sample,54000,0,"bass_a1.wav",70
Sample,54206,0,"sd.wav",70
Sample,54206,0,"hat-1.wav",70
Sample,54206,0,"bass_a0.wav",70
Sample,54413,0,"bass_a1.wav",70
Sample,54413,0,"hat-2.wav",70
Sample,54620,0,"strings2_d4.wav",70
Sample,54620,0,"bass_b0.wav",70
Sample,54620,0,"hat-1.wav",70
Sample,54620,0,"strings1_b2.wav",70
Sample,54827,0,"hat-2.wav",70
Sample,54827,0,"bass_b1.wav",70
Sample,55034,0,"sd.wav",70
Sample,55034,0,"bass_b0.wav",70
Sample,55034,0,"hat-1.wav",70
Sample,55241,0,"bass_b1.wav",70
Sample,55241,0,"hat-2.wav",70
Sample,55448,0,"bass_f#0.wav",70
Sample,55448,0,"strings2_c#4.wav",70
Sample,55448,0,"hat-1.wav",70
Sample,55448,0,"strings1_f#2.wav",70
Sample,55655,0,"bass_f#1.wav",70
Sample,55655,0,"hat-2.wav",70
Sample,55862,0,"hat-1.wav",70
Sample,55862,0,"bass_f#0.wav",70
Sample,55862,0,"sd.wav",70
Sample,56068,0,"hat-2-2.wav",70
Sample,56068,0,"bass_f#1.wav",70
Sample,56172,0,"hat-2.wav",70
Sample,56275,0,"strings2_b3.wav",70
Sample,56275,0,"bass_g0.wav",70
Sample,56275,0,"hat-1.wav",70
Sample,56275,0,"strings1_g2.wav",70
Sample,56482,0,"hat-2.wav",70
Sample,56482,0,"bass_g1.wav",70
Sample,56689,0,"sd.wav",70
Sample,56689,0,"bass_g0.wav",70
Sample,56689,0,"hat-1.wav",70
Sample,56896,0,"bass_g1.wav",70
Sample,56896,0,"hat-2.wav",70
Sample,57103,0,"strings2_a3.wav",70
Sample,57103,0,"bass_d0.wav",70
Sample,57103,0,"hat-1.wav",70
Sample,57103,0,"strings1_d2.wav",70
Sample,57310,0,"bass_d1-2.wav",70
Sample,57310,0,"hat-2.wav",70
Sample,57517,0,"hat-1.wav",70
Sample,57517,0,"bass_d0.wav",70
Sample,57517,0,"sd.wav",70
Sample,57724,0,"hat-2.wav",70
Sample,57724,0,"bass_d1-2.wav",70
Sample,57931,0,"hat-1.wav",70
Sample,57931,0,"strings1_g2.wav",70
Sample,57931,0,"strings2_b3.wav",70
Sample,57931,0,"bass_g0.wav",70
Sample,58137,0,"bass_g1.wav",70
Sample,58137,0,"hat-2.wav",70
Sample,58344,0,"hat-1.wav",70
Sample,58344,0,"bass_g0.wav",70
Sample,58344,0,"sd.wav",70
Sample,58551,0,"hat-2-2.wav",70
Sample,58551,0,"bass_g1.wav",70
Sample,58655,0,"hat-2.wav",70
Sample,58758,0,"hat-1.wav",70
Sample,58758,0,"strings1_a2.wav",70
Sample,58758,0,"bass_a0.wav",70
Sample,58758,0,"strings2_c#4.wav",70
Sample,58965,0,"hat-2.wav",70
Sample,58965,0,"bass_a1.wav",70
Sample,59172,0,"sd.wav",70
Sample,59172,0,"bass_a0.wav",70
Sample,59172,0,"hat-1.wav",70
Sample,59379,0,"bass_a1.wav",70
Sample,59379,0,"hat-2.wav",70
Sample,59586,0,"hat-1.wav",70
Sample,59586,0,"strings1_d3.wav",70
Sample,59586,0,"strings2_f#4.wav",70
Sample,59586,0,"bass_d1.wav",70
Sample,59793,0,"piano-1-02.wav",70
Sample,59793,0,"bass_d2.wav",70
Sample,59793,0,"hat-2.wav",70
Sample,60000,0,"sd.wav",70
Sample,60000,0,"bass_d1.wav",70
Sample,60000,0,"hat-1.wav",70
Sample,60206,0,"bass_d2.wav",70
Sample,60206,0,"hat-2.wav",70
Sample,60413,0,"strings2_e4.wav",70
Sample,60413,0,"strings1_a2.wav",70
Sample,60413,0,"hat-1.wav",70
Sample,60413,0,"bass_a0.wav",70
Sample,60413,0,"piano-1-05.wav",70
Sample,60620,0,"bass_a1.wav",70
Sample,60620,0,"synth1-3-01.wav",70
Sample,60620,0,"hat-2.wav",70
Sample,60827,0,"synth1-3-02.wav",70
Sample,60827,0,"bass_a0.wav",70
Sample,60827,0,"hat-1.wav",70
Sample,60827,0,"sd.wav",70
Sample,61034,0,"hat-2.wav",70
Sample,61034,0,"synth1-3-03.wav",70
Sample,61034,0,"bass_a1.wav",70
Sample,61241,0,"bass_b0.wav",70
Sample,61241,0,"synth1-3-04.wav",70
Sample,61241,0,"strings2_d4.wav",70
Sample,61241,0,"hat-1.wav",70
Sample,61241,0,"strings1_b2.wav",70
Sample,61448,0,"hat-2.wav",70
Sample,61448,0,"bass_b1.wav",70
Sample,61448,0,"piano-1-10.wav",70
Sample,61655,0,"hat-1.wav",70
Sample,61655,0,"piano-1-11.wav",70
Sample,61655,0,"bass_b0.wav",70
Sample,61655,0,"sd.wav",70
Sample,61862,0,"hat-2.wav",70
Sample,61862,0,"bass_b1.wav",70
Sample,61862,0,"synth1-3-05.wav",70
Sample,61862,0,"piano-1-12.wav",70
Sample,62068,0,"hat-1.wav",70
Sample,62068,0,"strings2_c#4.wav",70
Sample,62068,0,"bass_f#0.wav",70
Sample,62068,0,"strings1_f#2.wav",70
Sample,62275,0,"piano-1-14.wav",70
Sample,62275,0,"hat-2.wav",70
Sample,62275,0,"bass_f#1.wav",70
Sample,62482,0,"hat-1.wav",70
Sample,62482,0,"bass_f#0.wav",70
Sample,62482,0,"sd.wav",70
Sample,62482,0,"synth1-3-06.wav",70
Sample,62689,0,"bass_f#1.wav",70
Sample,62689,0,"hat-2-2.wav",70
Sample,62689,0,"synth1-3-07.wav",70
Sample,62741,0,"synth1-3-08.wav",70
Sample,62793,0,"sd2.wav",70
Sample,62793,0,"synth1-3-09.wav",70
Sample,62793,0,"hat-2.wav",70
Sample,62844,0,"synth1-3-10.wav",70
Sample,62896,0,"hat-1.wav",70
Sample,62896,0,"strings1_g2.wav",70
Sample,62896,0,"strings2_b3.wav",70
Sample,62896,0,"bass_g0.wav",70
Sample,62896,0,"synth1-3-11.wav",70
Sample,62948,0,"synth1-3-12.wav",70
Sample,63000,0,"synth1-3-13.wav",70
