osu file format v14

[General]
AudioFilename: D-period -moonlit world line-.mp3
AudioLeadIn: 0
PreviewTime: 54620
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 4
GridSize: 16
TimelineZoom: 1.5

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[9] kozato - D-period -moonlit world line-
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347771
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:7
CircleSize:6
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"D-period -moonlit world line-.png",0,0
Sample,10241,0,"08b_sy_bass_74.ogg",70
Sample,10344,0,"08a_sy_bass_75.ogg",70
Sample,10344,0,"08b_sy_bass_75.ogg",70
Sample,10344,0,"02_sy_bass_04.ogg",70
Sample,10344,0,"10_drums_kick.ogg",70
Sample,10551,0,"08b_sy_bass_76.ogg",70
Sample,10551,0,"08a_sy_bass_76.ogg",70
Sample,10655,0,"08a_sy_bass_77.ogg",70
Sample,10655,0,"08b_sy_bass_77.ogg",70
Sample,10758,0,"10_drums_kick.ogg",70
Sample,10758,0,"02_sy_bass_04.ogg",70
Sample,10862,0,"08b_sy_bass_78.ogg",70
Sample,10862,0,"08a_sy_bass_78.ogg",70
Sample,10965,0,"08b_sy_bass_79.ogg",70
Sample,10965,0,"08a_sy_bass_79.ogg",70
Sample,11068,0,"08b_sy_bass_80.ogg",70
Sample,11068,0,"08a_sy_bass_80.ogg",70
Sample,11172,0,"08a_sy_bass_81.ogg",70
Sample,11172,0,"08b_sy_bass_81.ogg",70
Sample,11172,0,"02_sy_bass_04.ogg",70
Sample,11172,0,"10_drums_kick.ogg",70
Sample,11275,0,"08a_sy_bass_82.ogg",70
Sample,11275,0,"08b_sy_bass_82.ogg",70
Sample,11379,0,"08a_sy_bass_83.ogg",70
Sample,11379,0,"08b_sy_bass_83.ogg",70
Sample,11482,0,"08a_sy_bass_84.ogg",70
Sample,11482,0,"08b_sy_bass_84.ogg",70
Sample,11586,0,"08a_sy_bass_85.ogg",70
Sample,11586,0,"02_sy_bass_05.ogg",70
Sample,11586,0,"10_drums_kick.ogg",70
Sample,11586,0,"08b_sy_bass_85.ogg",70
Sample,11586,0,"04b_pp_05.ogg",70
Sample,11586,0,"04a_pp_03.ogg",70
Sample,11689,0,"08b_sy_bass_86.ogg",70
Sample,11689,0,"08a_sy_bass_86.ogg",70
Sample,11793,0,"08a_sy_bass_87.ogg",70
Sample,11793,0,"08b_sy_bass_87.ogg",70
Sample,11896,0,"08a_sy_bass_88.ogg",70
Sample,11896,0,"08b_sy_bass_88.ogg",70
Sample,12000,0,"08a_sy_bass_89.ogg",70
Sample,12000,0,"02_sy_bass_05.ogg",70
Sample,12000,0,"08b_sy_bass_89.ogg",70
Sample,12000,0,"10_drums_kick.ogg",70
Sample,12206,0,"08a_sy_bass_90.ogg",70
Sample,12206,0,"08b_sy_bass_90.ogg",70
Sample,12310,0,"08a_sy_bass_91.ogg",70
Sample,12310,0,"08b_sy_bass_91.ogg",70
Sample,12413,0,"10_drums_kick.ogg",70
Sample,12413,0,"02_sy_bass_05.ogg",70
Sample,12517,0,"08b_sy_bass_92.ogg",70
Sample,12517,0,"08a_sy_bass_92.ogg",70
Sample,12620,0,"10_drums_kick.ogg",70
Sample,12620,0,"08a_sy_bass_93.ogg",70
Sample,12620,0,"08b_sy_bass_93.ogg",70
Sample,12724,0,"08a_sy_bass_94.ogg",70
Sample,12724,0,"08b_sy_bass_94.ogg",70
Sample,12827,0,"10_drums_kick.ogg",70
Sample,12827,0,"08b_sy_bass_95.ogg",70
Sample,12827,0,"02_sy_bass_05.ogg",70
Sample,12827,0,"08a_sy_bass_95.ogg",70
Sample,12931,0,"08a_sy_bass_96.ogg",70
Sample,12931,0,"08b_sy_bass_96.ogg",70
Sample,13034,0,"08b_sy_bass_97.ogg",70
Sample,13034,0,"08a_sy_bass_97.ogg",70
Sample,13034,0,"10_drums_kick.ogg",70
Sample,13137,0,"08b_sy_bass_98.ogg",70
Sample,13137,0,"10_drums_kick.ogg",70
Sample,13137,0,"08a_sy_bass_98.ogg",70
Sample,13241,0,"04a_pp_04.ogg",70
Sample,13241,0,"08b_sy_bass_99.ogg",70
Sample,13241,0,"08a_sy_bass_99.ogg",70
Sample,13241,0,"04b_pp_05.ogg",70
Sample,13344,0,"08a_sy_bass_100.ogg",70
Sample,13344,0,"08b_sy_bass_100.ogg",70
Sample,13448,0,"08b_sy_bass_101.ogg",70
Sample,13448,0,"08a_sy_bass_101.ogg",70
Sample,13551,0,"08a_sy_bass_102.ogg",70
Sample,13551,0,"08b_sy_bass_102.ogg",70
Sample,13655,0,"08b_sy_bass_103.ogg",70
Sample,13655,0,"08a_sy_bass_103.ogg",70
Sample,13862,0,"08a_sy_bass_104.ogg",70
Sample,13862,0,"08b_sy_bass_104.ogg",70
Sample,13965,0,"08b_sy_bass_105.ogg",70
Sample,13965,0,"08a_sy_bass_105.ogg",70
Sample,14172,0,"08a_sy_bass_106.ogg",70
Sample,14172,0,"08b_sy_bass_106.ogg",70
Sample,14275,0,"08b_sy_bass_107.ogg",70
Sample,14275,0,"08a_sy_bass_107.ogg",70
Sample,14379,0,"08a_sy_bass_108.ogg",70
Sample,14379,0,"08b_sy_bass_108.ogg",70
Sample,14482,0,"08b_sy_bass_109.ogg",70
Sample,14482,0,"08a_sy_bass_109.ogg",70
Sample,14586,0,"08a_sy_bass_110.ogg",70
Sample,14586,0,"08b_sy_bass_110.ogg",70
Sample,14689,0,"08b_sy_bass_111.ogg",70
Sample,14689,0,"08a_sy_bass_111.ogg",70
Sample,14793,0,"08a_sy_bass_112.ogg",70
Sample,14793,0,"08b_sy_bass_112.ogg",70
Sample,14896,0,"02_sy_bass_03.ogg",70
Sample,14896,0,"04b_pp_03.ogg",70
Sample,14896,0,"06_d50_02.ogg",70
Sample,14896,0,"12_ws.ogg",70
Sample,14896,0,"08b_sy_bass_01.ogg",70
Sample,14896,0,"10_drums_kick.ogg",70
Sample,14896,0,"08a_sy_bass_01.ogg",70
Sample,14896,0,"04a_pp_01.ogg",70
Sample,14896,0,"10_drums_roop.ogg",70
Sample,15000,0,"08a_sy_bass_02.ogg",70
Sample,15000,0,"08b_sy_bass_02.ogg",70
Sample,15000,0,"06_d50_03.ogg",70
Sample,15103,0,"06_d50_02.ogg",70
Sample,15103,0,"08a_sy_bass_03.ogg",70
Sample,15103,0,"08b_sy_bass_03.ogg",70
Sample,15103,0,"05_os_04.ogg",70
Sample,15206,0,"08b_sy_bass_04.ogg",70
Sample,15206,0,"08a_sy_bass_04.ogg",70
Sample,15206,0,"06_d50_01.ogg",70
Sample,15310,0,"10_drums_kick.ogg",70
Sample,15310,0,"05_os_03.ogg",70
Sample,15310,0,"08a_sy_bass_05.ogg",70
Sample,15310,0,"08b_sy_bass_05.ogg",70
Sample,15310,0,"06_d50_02.ogg",70
Sample,15310,0,"02_sy_bass_03.ogg",70
Sample,15413,0,"06_d50_04.ogg",70
Sample,15517,0,"08b_sy_bass_06.ogg",70
Sample,15517,0,"05_os_04.ogg",70
Sample,15517,0,"06_d50_02.ogg",70
Sample,15517,0,"08a_sy_bass_06.ogg",70
Sample,15620,0,"08a_sy_bass_07.ogg",70
Sample,15620,0,"06_d50_01.ogg",70
Sample,15620,0,"05_os_02.ogg",70
Sample,15620,0,"08b_sy_bass_07.ogg",70
Sample,15724,0,"02_sy_bass_03.ogg",70
Sample,15724,0,"10_drums_kick.ogg",70
Sample,15724,0,"06_d50_02.ogg",70
Sample,15827,0,"06_d50_03.ogg",70
Sample,15827,0,"08a_sy_bass_08.ogg",70
Sample,15827,0,"08b_sy_bass_08.ogg",70
Sample,15931,0,"08a_sy_bass_09.ogg",70
Sample,15931,0,"05_os_04.ogg",70
Sample,15931,0,"08b_sy_bass_09.ogg",70
Sample,15931,0,"06_d50_04.ogg",70
Sample,16034,0,"08b_sy_bass_10.ogg",70
Sample,16034,0,"08a_sy_bass_10.ogg",70
Sample,16034,0,"06_d50_03.ogg",70
Sample,16137,0,"05_os_03.ogg",70
Sample,16137,0,"02_sy_bass_03.ogg",70
Sample,16137,0,"10_drums_kick.ogg",70
Sample,16137,0,"06_d50_06.ogg",70
Sample,16137,0,"08b_sy_bass_11.ogg",70
Sample,16137,0,"08a_sy_bass_11.ogg",70
Sample,16241,0,"08a_sy_bass_12.ogg",70
Sample,16241,0,"08b_sy_bass_12.ogg",70
Sample,16241,0,"06_d50_05.ogg",70
Sample,16344,0,"08b_sy_bass_13.ogg",70
Sample,16344,0,"08a_sy_bass_13.ogg",70
Sample,16344,0,"05_os_04.ogg",70
Sample,16344,0,"06_d50_04.ogg",70
Sample,16448,0,"06_d50_03.ogg",70
Sample,16448,0,"08b_sy_bass_14.ogg",70
Sample,16448,0,"08a_sy_bass_14.ogg",70
Sample,16448,0,"05_os_06.ogg",70
Sample,16551,0,"02_sy_bass_04.ogg",70
Sample,16551,0,"08a_sy_bass_15.ogg",70
Sample,16551,0,"10_drums_kick.ogg",70
Sample,16551,0,"04b_pp_04.ogg",70
Sample,16551,0,"08b_sy_bass_15.ogg",70
Sample,16551,0,"04a_pp_02.ogg",70
Sample,16551,0,"10_drums_roop.ogg",70
Sample,16655,0,"08a_sy_bass_16.ogg",70
Sample,16655,0,"08b_sy_bass_16.ogg",70
Sample,16758,0,"06_d50_03.ogg",70
Sample,16758,0,"05_os_05.ogg",70
Sample,16758,0,"08a_sy_bass_17.ogg",70
Sample,16758,0,"08b_sy_bass_17.ogg",70
Sample,16862,0,"08a_sy_bass_18.ogg",70
Sample,16862,0,"08b_sy_bass_18.ogg",70
Sample,16965,0,"10_drums_kick.ogg",70
Sample,16965,0,"05_os_04.ogg",70
Sample,16965,0,"08b_sy_bass_19.ogg",70
Sample,16965,0,"02_sy_bass_04.ogg",70
Sample,16965,0,"08a_sy_bass_19.ogg",70
Sample,17172,0,"05_os_05.ogg",70
Sample,17172,0,"06_d50_03.ogg",70
Sample,17172,0,"08a_sy_bass_20.ogg",70
Sample,17172,0,"08b_sy_bass_20.ogg",70
Sample,17275,0,"08b_sy_bass_21.ogg",70
Sample,17275,0,"08a_sy_bass_21.ogg",70
Sample,17275,0,"05_os_02.ogg",70
Sample,17379,0,"02_sy_bass_04.ogg",70
Sample,17379,0,"10_drums_kick.ogg",70
Sample,17482,0,"08a_sy_bass_22.ogg",70
Sample,17482,0,"08b_sy_bass_22.ogg",70
Sample,17586,0,"08a_sy_bass_23.ogg",70
Sample,17586,0,"05_os_05.ogg",70
Sample,17586,0,"08b_sy_bass_23.ogg",70
Sample,17586,0,"06_d50_03.ogg",70
Sample,17689,0,"08b_sy_bass_24.ogg",70
Sample,17689,0,"08a_sy_bass_24.ogg",70
Sample,17793,0,"08b_sy_bass_25.ogg",70
Sample,17793,0,"05_os_04.ogg",70
Sample,17793,0,"02_sy_bass_04.ogg",70
Sample,17793,0,"10_drums_kick.ogg",70
Sample,17793,0,"08a_sy_bass_25.ogg",70
Sample,17896,0,"08b_sy_bass_26.ogg",70
Sample,17896,0,"08a_sy_bass_26.ogg",70
Sample,18000,0,"08b_sy_bass_27.ogg",70
Sample,18000,0,"05_os_05.ogg",70
Sample,18000,0,"06_d50_03.ogg",70
Sample,18000,0,"08a_sy_bass_27.ogg",70
Sample,18103,0,"08b_sy_bass_28.ogg",70
Sample,18103,0,"05_os_04.ogg",70
Sample,18103,0,"08a_sy_bass_28.ogg",70
Sample,18206,0,"10_drums_roop.ogg",70
Sample,18206,0,"04b_pp_05.ogg",70
Sample,18206,0,"10_drums_kick.ogg",70
Sample,18206,0,"08a_sy_bass_29.ogg",70
Sample,18206,0,"06_d50_02.ogg",70
Sample,18206,0,"02_sy_bass_05.ogg",70
Sample,18206,0,"08b_sy_bass_29.ogg",70
Sample,18206,0,"04a_pp_03.ogg",70
Sample,18310,0,"08b_sy_bass_30.ogg",70
Sample,18310,0,"06_d50_03.ogg",70
Sample,18310,0,"08a_sy_bass_30.ogg",70
Sample,18413,0,"08b_sy_bass_31.ogg",70
Sample,18413,0,"05_os_04.ogg",70
Sample,18413,0,"06_d50_02.ogg",70
Sample,18413,0,"08a_sy_bass_31.ogg",70
Sample,18517,0,"08a_sy_bass_32.ogg",70
Sample,18517,0,"06_d50_01.ogg",70
Sample,18517,0,"08b_sy_bass_32.ogg",70
Sample,18620,0,"06_d50_02.ogg",70
Sample,18620,0,"05_os_03.ogg",70
Sample,18620,0,"08a_sy_bass_33.ogg",70
Sample,18620,0,"10_drums_kick.ogg",70
Sample,18620,0,"02_sy_bass_05.ogg",70
Sample,18620,0,"08b_sy_bass_33.ogg",70
Sample,18724,0,"06_d50_04.ogg",70
Sample,18827,0,"08a_sy_bass_34.ogg",70
Sample,18827,0,"08b_sy_bass_34.ogg",70
Sample,18827,0,"05_os_04.ogg",70
Sample,18827,0,"06_d50_02.ogg",70
Sample,18931,0,"05_os_02.ogg",70
Sample,18931,0,"08a_sy_bass_35.ogg",70
Sample,18931,0,"06_d50_01.ogg",70
Sample,18931,0,"08b_sy_bass_35.ogg",70
Sample,19034,0,"10_drums_kick.ogg",70
Sample,19034,0,"06_d50_02.ogg",70
Sample,19034,0,"02_sy_bass_05.ogg",70
Sample,19137,0,"08b_sy_bass_36.ogg",70
Sample,19137,0,"06_d50_03.ogg",70
Sample,19137,0,"08a_sy_bass_36.ogg",70
Sample,19241,0,"08a_sy_bass_37.ogg",70
Sample,19241,0,"06_d50_04.ogg",70
Sample,19241,0,"08b_sy_bass_37.ogg",70
Sample,19241,0,"05_os_04.ogg",70
Sample,19344,0,"06_d50_03.ogg",70
Sample,19344,0,"08b_sy_bass_38.ogg",70
